barcode,id_sku,product_name,price_default,price_card,price_discount,price2_qr,source_count,source_files
3437540053727,270101794449,Вино Д' АЛИБЕР Вино Ла Ситель Ред орд. кр. п/ сух. (Франция) 0. 75L,"1684,20","1199,99",,1599.99,1,26_12-20.csv
3437540054090,270122746022,"Напиток безалкогольный LE GRAND NOIR Гренаш Блан Шардоне Ле Селье Жан д' Алибер негаз. (Франция) 0, 75L","1894,73","1529,99",,1799.99,1,25_12-20.csv
3500610042638,270101495864,Вино LA BAUME SAINT-PAUL Мерло Пэй Д' ОК IGP кр. сух. (Франция) 0. 75L,"1999,99","1399,99",,,1,26_12-20.csv
3500610089701,270101495860,Вино LA BAUME SAINT-PAUL TERROIR Корбьер AOP кр. сух. (Франция) 0. 75L,"2526,31","2254,99",,2399.99,1,26_12-20.csv
3500610117022,270101738668,Вино MOULIN DE LA FAYE Шато Мулен де ла Фэй Бордо Гранд Резерв кр. сух. (Франция) 0. 75L,"3789,49","2345,99",,3599.99,3,26_12-20.csv;sample.csv
3500610129254,,"Вино игристое безалкогольное JP. CHENET Пино Нуар роз. сл. (Франция) 0, 75L","1368,42",,,1299.99,1,25_12-20.csv
3500610174926,270122743471,"Вино безалкогольное JP. CHENET Шардоне белое сл. (Франция) 0, 75L","947,36","799,99",,899.99,1,25_12-20.csv
3507110012727,,Вино ВАЛЛИ СОВИНЬОН БЛАН ИГП Долина Луары сорт. бел. сух. (Франция) 0. 75L,"1789,47","1584,99",,1699.99,1,25_2-10.csv
3552848940002,270101051849,Вино PREIGNES LE VIEUX Пэй дОк Лез Этонан Каберне Фран сорт. кр. сух. (Франция) 0. 75L,"2421,05","1631,99",,2299.99,3,26_12-20.csv;sample.csv
3578850175171,270101024047,Вино CHATEAU LE DOUTDIEU Шато ле Бурдьё Крю буржуа Медок выдерж. кр. сух. (Франция) 0. 75L,"2842,10","2039,99",,2699.99,1,26_12-20.csv
3661710013000,,Вино CAHORS Шато Брю Лягардет выд. кр. сух. (Франция) 0. 75L,"2105,26","1529,99",,1999.99,1,26_12-20.csv
3700619352626,270108770499,Вино PURE ALTITUDE Совиньон Блан бел. сух (Франция) 0. 75L,"2315,78","1499,99",,2199.99,2,25_2-10.csv
3700619352640,270108770500,Вино PURE ALTITUDE Шардоне бел. сух. (Франция) 0. 75L,"2315,78","1499,99",,2199.99,1,25_2-10.csv
3700619352664,270101778501,Вино PURE ALTITUDE Пино Нуар кр. сух. (Франция) 0. 75L,"2315,78","1499,99",,2199.99,1,26_12-20.csv
3760040420295,270101669467,Вино CLAUDE VAL кр. сух. (Франция) 0. 75L,"1653,68","1427,99",,1570.99,1,26_12-20.csv
3760054949706,270108602127,Вино LE FANTAISIES DE CAPION IGP региона Лангедок бел. сух. (Франция) 0. 75L,"1789,47","1299,99",,1699.99,1,25_2-10.csv
3760094282528,,Вино HAUT MARIN Совиньон Блан Перл серии 0 сорт. орд. бел. сух. (Франция) 0. 75L,"1684,21","1299,99",,,1,25_2-10.csv
3760094282559,270108726573,Вино HAUT MARIN Colombard Ugni- blanc Littorine ордин. бел. сух. (Франция) 0. 75L,,"1104,99",,1399.99,2,25_2-10.csv
3760143147686,270103678833,Вино JARDIN DES CHARMES SAUVIGNON ИГП Пэй Кото де Безье бел. сух. (Франция) 0. 75L,"1789,47","1429,99",,1699.99,1,25_2-10.csv
3760251404725,270122724887,"Вино безалкогольное LE PETIT BERET Sauvignon (Франция) 0, 75L","1368,42","699,99",,1299.99,1,25_12-20.csv
3760251404732,270122724897,"Вино безалкогольное LE PETIT BERET Rose Prestige (Франция) 0, 75L","1368,42","1049,99",,1299.99,1,25_12-20.csv
3770001048277,270101495862,Вино CHATEAU LE VIEUX FORT Бордо Медок Крю Буржуа АОП выдерж. кр. сух. (Франция) 0. 75L,"2526,31","2184,99",,2399.99,1,26_12-20.csv
4003301082771,270122881719,"Вино безалкогольное E ENJOY ЭнджОй ит Шардоне бел. п/ сл. (Германия) 0, 75L","894,73","849,99",,849.99,1,25_12-20.csv
4009427021045,270122868240,"Вино безалкогольное CARL JUNG Cuvee white бел. (Германия) 0, 75L","1684,20","999,99",,1599.99,1,25_12-20.csv
4009427051042,270122866241,"Вино безалкогольное CARL JUNG Cuvee red кр. (Германия) 0, 75L","1684,20","1199,99",,1599.99,1,25_12-20.csv
4014741125829,270122774357,"Вино безалкогольное DOPPIO PASSIO Альтернатива Бьянко бел. (Италия) 0, 75L","1684,20","1299,99",,1599.99,1,25_12-20.csv
4049366005089,270122717899,"Вино безалкогольное HANS BAER Рислинг бел. (Германия) 0, 75L","1526,31","999,99",,1449.99,1,25_12-20.csv
4062073002301,270122736634,"Вино безалкогольное MAYBACH бел. п/сух. (Германия) 0, 75L","1263,15","799,99",,1199.99,1,25_12-20.csv
4062073002325,270122736635,"Вино безалкогольное MAYBACH роз. п/сух. (Германия) 0, 75L","1263,15","769,99",,1199.99,1,25_12-20.csv
4062073014465,270122794344,"Вино безалкогольное FREE PASS Chardonnay бел. п/ сл. (Германия) 0, 75L","947,36","549,99",,899.99,1,25_12-20.csv
4062073029278,270205862794,"Коктейль винный KAFER Hugo газ. сл. (Германия) 0, 2L","526,31","349,99",,499.99,1,25_12-20.csv
4062073029292,270205862795,"Коктейль винный KAFER Sprizz газ. сл. (Германия) 0, 2L","526,31","349,99",,499.99,1,25_12-20.csv
4600605032237,250402670751,"Молоко ПРОСТОКВАШИНО паст. 3, 2% без змж (Россия) 1400мл","157,89","149,99",,149.99,1,49_5.csv
4601751007315,250401251031,"Молоко ВКУСНОТЕЕВО паст. Цельное 3, 5- 6% п/ 6 без змж (Россия) 900г","147,39","104,99",,139.99,1,49_5.csv
4601751028938,360102864503,Напиток кисломолочный MOLVEST Protein max высокобелковый обезж. б/ лак. латте- макиато (Россия) 240г,"231,57","159,99",,219.99,1,49_5.csv
4601751028976,360102864505,Напиток кисломолочный MOLVEST Protein max высокобелковый обезж. б/ лак. кокос- ваниль (Россия) 240г,"231,57","159,99",,219.99,1,49_5.csv
4601751028990,360102864506,Напиток кисломолочный MOLVEST Protein max высокобелковый обезж. б/ лак. клубника- личи (Россия),"231,57","159,99",,219.10,1,49_5.csv
4601959005441,250504183007,Сливки ВОЛОГЖАНКА 10% ВМК без змж (Россия) 470г,"121,09","114,99",,114.99,1,49_5.csv
4601959006288,250404183034,Молоко ВОЛОГЖАНКА топленое 4% без змж (Россия) 470г,"84,29","61,99",,79.99,1,49_5.csv
4603552015186,370204744501,Мед ЛЕСНЫЕ угодья Натуральный разнотравье (Россия) 700r,"368,42","305,99",,349.99,1,43_15.csv
4603552015193,370204512418,Мед Натуральный ЛЕСНЫЕ угодья Разнотравье с гречихой (Россия) 700r,"368,42","305,99",,349.99,1,43_15.csv
4603552017456,370204501518,Мед ПОТАПЫЧ Натуральный липовый пл. банка с дозатором (Россия) 500г,"415,79","316,99",,394.99,1,43_15.csv
4603725521360,,"Закваска VIVO для Йогурта без змж (Россия) 4* 0, 5г","347,39","224,99",,329.99,1,49_5.csv
4603725521384,250409433727,"Закваска VIVO для Кефира без змж (Россия) 4* 0, 5г","347,39","224,99",,329.99,1,49_5.csv
4603725521407,250409532919,"Закваска VIVO Бифивит без змж 4* 0, 5г (Россия) 4* 0, 5г","354,79","224,99",,336.99,1,49_5.csv
4606068506568,270501663476,Вино TRADITIONAL WINE Саперави сортовое кр. сух. (Россия) 2L,"894,73","599,99",,599.99,1,25_12-20.csv
4606068709914,370204709182,"Мед PREMIUM CLUB с орехами ст. (Россия), 225г","305,29","244,99",,289.99,1,43_15.csv
4606068745455,370202717502,Варенье DELISSE Ананас ст/б (Россия) 200г,"199,99","169,99",,,1,43_15.csv
4606068870409,250404749092,"Молоко ЛЕНТА топленое паст. 3, 2% ПЭТ без змж (Россия) 930 мл","121,09","89,99",,114.99,1,49_5.csv
4606068893248,370204866228,Мед PREMIUM CLUB с ореховым ассорти (Россия) 260г,"373,69","299,99",,354.99,1,43_15.csv
4606068893255,370204866218,Мед PREMIUM CLUB с кедровым орехом (Россия) 260r,"405,29","299,99",,384.99,1,43_15.csv
4606068893262,370204865904,Мед PREMIUM CLUB с миндалем (Россия) 260г,"305,29","244,99",,289.99,1,43_15.csv
4606068893279,370204866229,Мед PREMIUM CLUB с фундуком (Россия) 260г,"347,39","299,99",,329.99,1,43_15.csv
4606068903558,250404878825,"Молоко ЛЕНТА топленое 3, 2% без змж (Россия) 400мл","68,49","54,99",,64.99,1,49_5.csv
4606068922023,360109896142,Растительный напиток ЛЕНТА LIFE йогуртный клубника-банан д/детей с 3 лет (Россия) 250г,"63,19","59,99",,59.99,1,49_5.csv
4606068922030,360109896258,Растительный напиток ЛЕНТА LIFE йогуртный облепиха д/детей с 3 лет (Россия) 250г,"63,19","59,99",,59.99,1,49_5.csv
4606088590578,270501669477,Вино TRADITIONAL WINE Каберне сортовое кр. сух. (Россия) 2L,"894,73","704,99",,704.99,1,25_12-20.csv
4606779301407,360401897442,Коктейль молочный HYPER у/ паст. б/ лакт. обогащ. белком со вкусом шоколада без змж (Россия) 250г,"210,52","169,99",,199.99,1,49_5.csv
4606779301506,360401897443,Коктейль молочный HYPER у/ паст. б/ лакт. обогащ. белком со вкусом банана без змж (Россия) 250г,"210,52","169,99",,199.99,1,49_5.csv
4606779301605,360401897444,Коктейль молочный HYPER y/ паст. б/ лакт. обогащ. белком со вкусом кофе латте без змж (Россия) 250г,"210,52","169,99",,199.99,1,49_5.csv
4607002224142,270502244984,Вино МОНАСТЫРСКАЯ ТРАПЕЗА бел. сух. (Россия) 1L,"399,99","329,99",,379.99,1,25_12-20.csv
4607002224159,270501244982,Вино МОНАСТЫРСКАЯ ТРАПЕЗА кр. сух. ТетраПак (Россия) 1L,"399,99","329,99",,379.99,1,25_12-20.csv
4607002225668,270501630857,Вино МОНАСТЫРСКАЯ ТРАПЕЗА кр. п/ сл. ТетраПак (Россия) 1L,"399,99","329,99",,379.99,1,25_12-20.csv
4607002225682,270501630894,Вино МОНАСТЫРСКАЯ ТРАПЕЗА бел. п/ сл. (Россия) 1L,"399,99","329,99",,379.99,1,25_12-20.csv
4607004989186,370204387905,Мед РАЗНОТРАВЬЕ Натуральный (Россия) 500г,"199,89","149,99",,189.89,1,43_15.csv
4607009692623,250404678670,"Молоко СЕВЕРНАЯ ДОЛИНА питьевое топленое 3, 2% ПЭТ без змж (Россия) 900мл","152,69","99,99",,144.99,1,49_5.csv
4607009693132,250408711536,"Молоко СЕВЕРНАЯ ДОЛИНА безлактозное 1, 5% ПЭТ без змж (Россия) 900мл","121,09","99,99",,,1,49_5.csv
4607009693187,250408720217,"Молоко СЕВЕРНАЯ ДОЛИНА безпактозное паст. 1, 5% ПЭТ без змж (Россия) 400мл","78,94","59,99",,,1,49_5.csv
4607018308348,360102716881,Коктейль высокобелковый к/ м ACTIVE ENERGY c соком Гранат- малина без змж (Россия) 230мл,"131,57","99,99",,,1,49_5.csv
4607018308355,360102716827,Коктейль высокобелковый к/ м ACTIVE ENERGY c соком Тропический микс Апельсин- ананас без амж (Россия) 230мл,"121,09","99,99",,,1,49_5.csv
4607018308362,360102716941,Коктейль высокобелковый к/ м ACTIVE ENERGY c соком Манго- маракуйя без змж (Россия) 230мл,"121,09","99,99",,,1,49_5.csv
4607025805700,370202589665,Варенье ВОЛОГОДСКОЕ ВАРЕНЬЕ абрикосовое (Россия) 370r,"284,29","199,99",,269.99,1,43_15.csv
4607030000770,370204458173,Мед ЧАСТНАЯ ПАСЕКА с ореховым ассорти стекло (Россия) 225г,"384,29","294,99",,364.99,1,43_15.csv
4607030000794,370204390598,Мед ЧАСТНАЯ ПАСЕКА с кедровым орехом стекло (Россия) 225г,"945,26","799,99",,897.99,1,43_15.csv
4607030000909,370204943953,Мед ЧАСТНАЯ ПАСЕКА Таежный (Россия) 500r,"368,42","234,99",,349.99,1,43_15.csv
4607030000916,370204745622,Мёд ЧАСТНАЯ ПАСЕКА Горный (Россия) 500г,"368,42","305,99",,349.99,1,43_15.csv
4607053223200,250401465301,"Молоко ИСКРЕННЕ ВАШ отборное 3, 4%- 6% бут без змж (Россия) 930г","126,39","92,99",,119.99,1,49_5.csv
4607072770907,370204184922,Мед БЕРЕСТОВ А.С. Майский избранное ст/б (Россия) 500г,"652,69","514,99",,619.99,1,43_15.csv
4607072770914,370204138706,Мед БЕРЕСТОВ А. C. Натуральный горный (Россия) 500г,"599,99","469,99",,569.99,1,43_15.csv
4607072772314,370204200260,"Мед БЕРЕСТОВ А.С. Избранное липовый Башкирская натуральный цвет ст/б (Россия), 500г","973,69","679,99",,924.99,1,43_15.csv
4607093549414,270501654895,Вино СЕМЬ ВИНОДЕЛОВ кр. п/ сл. (Россия) 1L,"315,78","209,99",,299.99,1,25_12-20.csv
4607093549438,270501656814,Вино СЕМЬ ВИНОДЕЛОВ кр. сух. (Россия) 1L,"315,78","229,99",,299.99,1,25_12-20.csv
4607124143901,360108699851,Продукт овсяный питьевой VELLE ферментированный Малина (Россия) 230г,"73,99","64,99",,70.29,1,49_5.csv
4607124143918,,Продукт овсяный VELLE Малина- ежевика (Россия) 130г,"82,19","77,99",,77.99,1,49_5.csv
4607124143925,360108699852,Продукт овсяный питьевой VELLE ферментированный Облепиха (Россия),"73,99","64,99",,70.29,1,49_5.csv
4607124143932,360206699999,Продукт овсяный VELLE Печеное яблоко (Россия) 130г,"82,19","54,99",,77.99,1,49_5.csv
4607124143949,360108699853,Продукт овсяный питьевой VELLE ферментированный Черника (Россия) 230г,"73,99","64,99",,70.29,1,49_5.csv
4607162079125,251006887699,Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN 2% без змж (Россия) 130г,"105,29","74,99",,99.10,1,49_5.csv
4607162079149,251006887700,"Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN вишня- черешня 1, 7% без змж (Россия) 130г","105,29","79,99",,99.99,1,49_5.csv
4607162079170,251006887701,"Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN малина 1, 7% без змж (Россия) 130г","105,29","79,99",,99.99,1,49_5.csv
4607936173547,370204708597,"Набор мед PERONI Чистый нектар: Гречишный, Кориандровый, Липовый (Россия) 90г","442,19","377,99",,419.99,1,43_15.csv
4607955241043,,Вино КУБАНСКАЯ ВОЛЬНИЦА кр. сух. (Россия) 1L,"344,99","309,99",,327.79,1,25_12-20.csv
4607955241067,270501655666,Вино КУБАНСКАЯ ВОЛЬНИЦА кр. п/ сл. (Россия) 1L,"378,94","299,99",,359.99,1,25_12-20.csv
4607955860022,370204569877,Мед МАСТЕР МЕДА Разноцветье натуральный ст/б (Россия) 330r,"221,09","178,99",,209.99,1,43_15.csv
4610093729083,360401750423,Коктейль молочный LET'S GO высокобелковый б/ лакт. б/ сах. клубника без змж (Россия) 500г,"189,47","159,99",,,1,49_5.csv
4610093729250,360401750424,Коктейль молочный LET' S GO высокобелковый б/ лакт. б/ сах. ваниль без змж (Россия) 500г,"189,47","159,99",,,1,49_5.csv
4610093729267,360401750425,LET' S GO высокобелковый б/ лакт. б/ сах. карамель без змж (Россия) 500г,"189,47","159,99",,,1,49_5.csv
4610093729274,360401750426,Коктейль молочный LET' S GO высокобелковый б/ лакт. б/ сах. шоколад без змж (Россия) 500г,"231,59","189,99",,219.99,1,49_5.csv
4610094282990,270502758145,Вино EL TORITO Олимп Фелис орд. бел. сух. (Россия) 2L,"842,10","699,99",,799.99,1,25_12-20.csv
4610094283966,270501768525,Вино EL TORITO Олимп Фелис орд. кр. сух. (Россия) 2L,"842,10","699,99",,799.99,1,25_12-20.csv
4610094285489,270102444427,Вино ITALO CESCON Каберне Пиаве DOC/DOP сортовое кр. сух. (Италия) 0.75L,"3153,69","1999,99",,2995.99,1,26_12-20.csv
4610094285519,270109459511,Вино ITALO CESCON Пино Гриджо Фриули DOC бел. сух. (Италия) 0. 75L,"3153,69","2699,99",,2995.99,1,25_2-10.csv
4610094289494,270123559195,"Вино GOOD STEAK Шардоне Кубань ЗГУ Российск. бел. сух. (Россия) 0, 187L","263,15","179,99",,249.99,1,25_12-20.csv
4610392930159,360108865772,Десерт AWAKE POWER питьевой кокосовый клубника- банан без змж (Россия) 275г,"199,99","164,99",,,1,49_5.csv
4620002056971,270501442734,Вино GUSTARE кр. сух. (Россия) 1L,"421,05","269,99",,399.99,1,25_12-20.csv
4620002056995,270501734901,Вино GUSTARE кр. п/ сл. (Россия) 1L,"294,99","269,99",,280.29,1,25_12-20.csv
4627093811472,370204708689,Набор мед-суфле PERONI Медовая серия Фестиваль (Россия) 90r,"389,49","336,99",,369.99,1,43_15.csv
4627093813599,370204496412,Мед- суфле PERONI Фисташка (Россия) 350г,"352,69","299,99",,334.99,1,43_15.csv
4627093818105,370204744063,Мед- суфле PERONI Цветочный с сушеной малиной (Россия) 350г,"384,29","326,69",,364.99,1,43_15.csv
4630027300508,270207659437,"Напиток безалкогольный ABRAU LIGHT Zero ароматиз. сильногазир. (Россия) 0, 75L","547,36","259,99",,519.99,1,25_12-20.csv
4630042269644,370204747048,Мед ЧАСТНАЯ ПАСЕКА Фитнес ст/б (Россия) 230г,"359,99","319,99",,341.99,1,43_15.csv
4630250260150,250402459472,"Молоко ПРАВИЛЬНОЕ МОЛОКО паст. питьевое 3, 2%- 4% без змж (Россия) 2000 мл","263,19","229,99",,249.99,1,49_5.csv
4630288090101,360102792615,Напиток кисломолочный LET S GO б/ лакт. высокобелковый гранат малина без эмж (Россия) 340г,"189,99","169,99",,180.49,1,49_5.csv
4630288090132,360102792616,Напиток кисломолочный LET S GO б/ лакт. высокобелковый малина пломбир без змж (Россия) 340г,"189,99","169,99",,180.49,1,49_5.csv
4630288090149,360101792617,Напиток кисломолочный LET S GO 6/ лакт. высокобелковый клубника банан без змж (Россия) 340г,"189,99","169,99",,180.49,1,49_5.csv
4630288090156,360102792618,Напиток кисломолочный LET S GO б/ лакт. высокобелковый вишня брусника без эмж (Россия) 340г,"179,99","159,99",,170.99,1,49_5.csv
4640003803992,370203774131,Готовая основа СТОЛБУШИНО Д/ приготовления глинтвейна (Россия) 250r,"389,49","269,99",,369.99,1,43_15.csv
4640107090816,250405685496,"Молоко EL'NATUR козье цельное 2, 8- 5, 6% без змж (Россия) 200мл","157,89","129,99",,149.99,1,49_5.csv
4650254240255,25080709084,Крем VEG' s Family со вкусом сметаны на основе кокосового масла (Россия) 170г,"121,09","86,99",,114.99,1,49_5.csv
4660115480232,270122774356,"Вино безалкогольное DOPPIO PASSIO Альтернатива Россо кр. (Италия) 0, 75L","1684,20","1299,99",,1599.99,1,25_12-20.csv
4660262860093,360206709086,Десерт кокосовый G- BALANCE c йогуртовой закваской Лесные ягоды (Россия) 170г,"121,09","93,99",,,1,49_5.csv
4660304060047,270501718249,Вино КРЫМСКИЙ ТАЛИСМАН ординарное кр. п/ сл. (Россия) 1L,"421,09","339,99",,,1,25_12-20.csv
4660304060085,270501709763,Вино GRILLWINE ординарное кр. сух. (Россия) 1L,"421,05","295,99",,399.99,1,25_12-20.csv
4660304060795,270501748943,Вино МУКУНДАРИ Саперави кр. п/ сл. (Россия) 1L,"421,05","319,99",,399.99,1,25_12-20.csv
4670025474658,270207736529,"Напиток безалкогольный SANTO STEFANO Bianco (Россия) 0, 25L","252,63","129,99",,239.99,1,25_12-20.csv
4670025474665,270207736530,"Напиток безалкогольный SANTO STEFANO Rosso (Россия) 0, 25L","252,63","129,99",,239.99,1,25_12-20.csv
4670086804241,270123730154,"Вино ВАЛЕРИЙ ЗАХАРЬИН Шардоне Российск. ЗГУ Крым авторское бел. сухю (Россия) 0, 187L","568,42","249,99",,539.99,1,25_12-20.csv
4680012926626,360102792151,Напиток молочный МОЛОЧНАЯ КУЛЬТУРА высокобелковый обезжиренный б/ лакт. Пина Колада 0% без змж (Россия) 250г,"178,99","114,99",,,1,49_5.csv
4680012926633,360102792152,Напиток молочный МОЛОЧНАЯ КУЛЬТУРА высокобелковый обезжир. б/ лакт. Ванильный пломбир без змж (Россия) 250г,"178,99","114,99",,,1,49_5.csv
4680019566719,360108590387,Продукт овсяный NEMOLOKO Yo' gurt груша- овсяные хлопья (Россия) 130г,"73,69","47,99",,,1,49_5.csv
4680019566993,,Продукт овсяный NEMOLOKO Десерт злаки шарики в шоколаде (Россия) 130г,"73,69","47,99",,,1,49_5.csv
4680019567037,360108640398,Продукт соевый NEMOLOKO Yo' gurt клубника (Россия) 130г,"66,39","49,99",,,1,49_5.csv
4680040870038,250409647303,Закваска САМОКВАШИНО Биокефир Домашний саше без змж (Россия) 2г,"68,39","39,99",,64.99,1,49_5.csv
4680040870045,250409647263,Закваска САМОКВАШИНО Биойогурт Домашний саше без змж (Россия) 2г,"68,49","39,99",,64.99,1,49_5.csv
4680114010698,270109127683,Вино SCALA Tenuta Sant' Ant Garg Chard орд. ИЖТ Тревенеция бел. п/ сух. (Италия) 0. 75L,"3157,89","1639,00",,2999.99,1,25_2-10.csv
4680114015273,270110453339,Вино PIEDRA DEL MAR Риас Байшас DO ординарное сортовое бел. сух. (Испания) 0. 75L,"3157,89","1949,00",,2999.99,1,25_2-10.csv
4680140271438,270207716055,"Напиток безалкогольный ABRAU LIGHT Аромат. с/газ. (Россия) 0, 25L","144,99","129,99",,137.79,1,25_12-20.csv
4680140271469,270207716056,"Напиток безалкогольный ABRAU LIGHT Аромат. розовый с/газ. (Россия) 0, 25L","144,99","129,99",,,1,25_12-20.csv
4680644521596,,"Вино МЕЖДУМОРЬЕ Российское Каберне Сира кр. п/ сух. (Франция) 0, 187L",,,,269.99,1,25_12-20.csv
4690228030208,250504377126,Сливки ДОМИК В ДЕРЕВНЕ паст. 10% ПЭТ без змж (Россия) 270г,"157,89","83,99",,149.99,1,49_5.csv
4690491101735,270109474196,Вино BRUNI Греканико Пино Гридко ординарное бел. п/ сух. (Италия) 0. 75L,"1442,10","999,99",,1369.99,1,25_2-10.csv
4690491103135,270102144940,Вино BANFI Brunello Di Montalcino мароч. кр. сух. (Италия) 0. 75L,"11568,42","5787,99",,10989.99,1,26_12-20.csv
4690491103319,270109220586,Вино LE RIME Тоскана ординарное бел. сух. (Италия) 0. 75L,"2315,78","1749,99",,2199.99,1,25_2-10.csv
4690491103463,270102486484,Вино TRE PASSO кр. п/сух. (Италия) 0. 75L,"2210,52","1733,99",,2099.99,1,26_12-20.csv
4690491103470,270102882087,Вино Каберне Совиньон ординарное кр. п/сух. (Италия) 0.75L,"1884,20","1223,99",,1789.99,1,26_12-20.csv
4690491103517,270102082688,Вино CIELO Sante Rive Вальполичелла ординар. кр. сух. (Италия) 0. 75L,"2515,73","1699,99",,2389.99,1,26_12-20.csv
4690491103555,270109493645,Вино CIELO Треббьяно Пино Гриджо бел. п/ сух. (Италия) 0. 75L,"1674,79","1019,99",,1590.99,1,25_2-10.csv
4690491103586,270109882079,Вино Sante Rive Соаве ординарное бел. сух. (Италия) 0. 75L,"1674,79","1019,99",,1590.99,1,25_2-10.csv
4690491103593,270109663334,Вино PRIARA Пино Гриджио ординар. бел. сух. (Италия) 0. 75L,"2631,57","1999,99",,,1,25_2-10.csv
4690491103616,270102082682,Вино PRIMASOLE Примитиво Апулия кр. п/ сух.(Италия) 0. 75L,"1894,73","1399,99",,1799.99,1,26_12-20.csv
4690491103630,270102106792,Вино CIELO Sante Rive Бардолино ордин. кр. сух. (Италия) 0. 75L,"1884,20","1223,99",,1789.99,1,26_12-20.csv
4690491106778,270101450101,Вино LE GRAND NOIR Пино Нуар кр. п./ сух. (Франция) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
4690491106877,270101458163,Вино LE GRAND NOIR Каберне Совиньон орд. кр. п./ сух. (Франция) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
4690491111055,270109515348,Вино GAVI DEI GAVI бел. сух. (Италия) 0. 75L,"7368,49","6289,99",,6999.99,1,25_2-10.csv
4690491111321,270123586685,"Вино CIELO Пино Гриджио делле Венецие ординарное бел. п/ сух. (Италия) 0, 187L","612,69","499,99",,581.99,1,25_12-20.csv
4690491111550,,Вино FRESCOBALDI Тоскана бел. сух. (Италия) 0. 75L,"2105,26","1599,99",,1999.99,1,25_2-10.csv
4690491116104,270102735538,Вино DOMINI VENETI Вальп. Классико Супер. Рипассо ла Казетта выд. кр. сух. (Италия) 0. 75L,"5894,79","3494,99",,5599.99,1,26_12-20.csv
4690491121887,270101730056,Вино GUIGAL Кот дю Рон Руж выд. кр. сух. (Франция) 0. 75L,"4421,09","2749,99",,4199.99,1,26_12-20.csv
4690491122587,,Вино CITRAN Бордо Суперьор кр. сух. (Франция) 0. 75L,"2631,57","1899,99",,,2,26_12-20.csv;sample.csv
4690491187968,270109220594,Вино CIELO Гарганега э Шардоне бел. п/ сух. (Италия) 0. 75L,"1674,79","1019,99",,1590.99,1,25_2-10.csv
4690491197929,,Вино HENRI BOURGEDIS Sancerre ординарное бел. сух. (Франция) 0. 75L,"7884,29","5299,99",,7489.99,1,25_2-10.csv
